page,name,link,thumbnail,rating,date,snippet,images,local_guide,label_sentimen
25,Lili Amelia,https://www.google.com/maps/contrib/101958224989920815596?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVHA4epp4ACy5_LRXsulM1N_io75eQbhw2zrn4NHkLmDXNuYEic=s120-c-rp-mo-br100,4.0,8 tahun lalu,Cieee.. kampus nya ijumi noh 😍,,True,positif
25,Ristri Cumara Dewi,https://www.google.com/maps/contrib/114680319387792745496?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKW1u53PHz_h8l7rv-GooKoDym7EN8ojwZaJlM-2oNGMxSElA=s120-c-rp-mo-ba3-br100,5.0,2 tahun lalu,Sangat menyenangkan untuk belajar disini,,True,positif
25,Tukang Njajan,https://www.google.com/maps/contrib/110632525851630817026?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVSQxLvaRL11Bq1UMlMkUwIUQfO3rBqrEwhMp9p8e7BKw38H6Bbcw=s120-c-rp-mo-ba4-br100,5.0,2 tahun lalu,"Kampus yang keren, Lulusannya siap kerja",,True,positif
25,Lenny Nanlohy,https://www.google.com/maps/contrib/107192900634152888731?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKxCEnxMP5KfugX5K-bgUFODEYFtQX2vgy2pVzHJdOQGmdtsw=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yg keren..,,,positif
25,Gina A. Fawazani,https://www.google.com/maps/contrib/108444417450473710125?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIbuOCQY5htZlB5atjtRJsSiRrifCMH9WuIKBqBsp2DPfSp4QU=s120-c-rp-mo-br100,5.0,6 tahun lalu,Salah satu Perguruan tinggi terbaik di bandung,,True,positif
25,Maulana Nazib,https://www.google.com/maps/contrib/104167748842217089986?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIaP8DBccuji27WJkdj7erK0iWvFIS1EeBfOSLLMfsozaIBhA=s120-c-rp-mo-br100,5.0,7 tahun lalu,saya mau coba daftar stelah lulus,,,netral
25,Vellina Nurlia,https://www.google.com/maps/contrib/103775012422148266013?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVpTgw3_nE1GdT0VP-V6ZuwJRcKYYhrFEKl9ZnnBPwuLWJ5hao=s120-c-rp-mo-br100,5.0,8 tahun lalu,Saya ingin banget pendidikan disitu..,,,positif
26,Nanang Setyawan,https://www.google.com/maps/contrib/117371538142415557990?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUeJzdK2i1SM_KdLF-C_Fml2WYyxpQ_28lOiAF6OvpNy1cWIqL8=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus Logistik terbaik seindonesia Raya,,,positif
26,herry gampamole,https://www.google.com/maps/contrib/102825360926588971098?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWWhU-0obuBK_a3VnhJ1qSqAq2MawVBxu3o0FgtTLyuro-O8lTcHQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,"kereennn 👍👍
tambah mantap kampusku.. 👍",,True,positif
26,Wiwiek Dian,https://www.google.com/maps/contrib/110955529846201820676?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLjBgkYfJzHdy51Fy_AzQ_x9l3GT3iITyJvI4RIOW_0kPtpjA=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Kampus yang sangat meyakinkan.,,True,positif
26,Hudaya Cepi,https://www.google.com/maps/contrib/115337617200043707130?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJck5EiqjzeMvxiPXEDQIOlDUxMUOXscK4Wuz7WXPzFwQM0=s120-c-rp-mo-ba2-br100,4.0,2 tahun lalu,Tempat kuliah yg bagus dan murah,,True,positif
26,Priyo Kemala M.,https://www.google.com/maps/contrib/103020431364604531655?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX81JEGt8-2lLQSPGnfTtbxezkjZf0M0vV8px7NW6GdNi4uxEIE=s120-c-rp-mo-br100,5.0,2 tahun lalu,Tempat  belajar yang menyenangkan...,,,positif
26,Adrian Pramana,https://www.google.com/maps/contrib/114176892316736962303?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWx4N7oxlQ9YEqwk0Xmq7v9jeDu6CGcBe_UijFG4WWk0OQiY5K7=s120-c-rp-mo-ba5-br100,3.0,8 tahun lalu,Salah satu politeknik yg cukup populer di Bandung.,,True,positif
26,Budi Hartanto,https://www.google.com/maps/contrib/110518376391596492671?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKcFu1UE86F6t8VqZm9VYDc7j1eSmfxBvwSl950Dt3NyHV_aPk=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus idaman di era milenial,,True,positif
26,Ninja Hattori,https://www.google.com/maps/contrib/100211835870819887545?hl=id,https://lh3.googleusercontent.com/a/ACg8ocItDIJQ1ocFtB-62VL2pP5BVi903WkwjVToIMMgoflYcyR50g=s120-c-rp-mo-br100,1.0,setahun lalu,"Fasilitas buruk , harga mahal juga , Gedung buruk",,,negatif
26,Thamplanks 1972,https://www.google.com/maps/contrib/107488094114905356828?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKSEzivvQQFkU0zNbWoUipfuG3tnCx-9mm5J1_v8Wpl8AVGdA=s120-c-rp-mo-br100,5.0,2 tahun lalu,Tempat terbaik belajar Ilmu Logistik,,,positif
26,Nurarif Febriyanti,https://www.google.com/maps/contrib/110308594798171902854?hl=id,https://lh3.googleusercontent.com/a/ACg8ocL4JyxslsmbK7DJWBYUKhYgscAEgWryNs06bdLQhJ-oBs6WpA=s120-c-rp-mo-br100,5.0,2 tahun lalu,Belajar logistik ya di ULBI..,,,netral
27,Lily Selanno,https://www.google.com/maps/contrib/109152681870114025027?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWltnXOelPvI2UX52Yyf-aWsa8xS_I_fqTIy2B1ObB5_xSN24g=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Mantap 👍🏽👍🏽
Raih Sukses di ULBI 🫰🏾",,,positif
27,Franky Chan,https://www.google.com/maps/contrib/101611977047960713049?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWUtQ2_6_uOYAZPruXMoph5lZlG2re9fn17qNlgDmmxbYCzjyNT=s120-c-rp-mo-br100,5.0,8 bulan lalu,Dingin eug,,True,negatif
27,gibran ghalin channel,https://www.google.com/maps/contrib/107381020226333155928?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVcsrn896Z9c1eUU64LrapUCSSD1V_rHhICg6blGqdwG-EI3VOf=s120-c-rp-mo-br100,5.0,setahun lalu,Kampus yg nyaman asri,,,positif
27,Rizon SAMIKO,https://www.google.com/maps/contrib/112778236378722788354?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUOgrT7X32aHQURQIRW3UAdY4N-etojGWOsxvW3Fv6kbEbq3gN9=s120-c-rp-mo-ba4-br100,5.0,8 tahun lalu,salah satu sekolah tinggi di daerah bandung,,True,netral
27,MG Anggara,https://www.google.com/maps/contrib/100001889768324059080?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWuESU_rHr6wGhL_4gCad-M9yqpNyTfrGZrHzKa_JK-zgsobj0P=s120-c-rp-mo-ba4-br100,4.0,11 tahun lalu,gimana daftarnya? bisa online ga?,,True,netral
27,agusri hadi,https://www.google.com/maps/contrib/116003763190858583765?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUUIWfHJJBiRSqeqZkm1BEwpUNK20nOBIYA3ud0fuNgSSVmYghW=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampusnya keren,,True,positif
27,Akbar Maulana,https://www.google.com/maps/contrib/111263050581728374805?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXJ9n8YG7kGPY3pSL3qkKAJDzEoK9ve9cMELkcj3HDBAr1-j6Q=s120-c-rp-mo-br100,5.0,setahun lalu,Kampus yg saya inginkan,,True,netral
27,roynaldy fajarsyah,https://www.google.com/maps/contrib/111727501527864855754?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWVK4VIxMBiHXCc6duLRB8i7Mh0-6h1_T3fPb1IZk6Dsmtiy1A=s120-c-rp-mo-ba4-br100,4.0,5 tahun lalu,"Lingkungannya bersih, nyaman, rapih.",,True,positif
27,Agus Herman Susilo,https://www.google.com/maps/contrib/117637131464188913143?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJH6DvREcnVXwv7P9n0WnGTEeKE_vho-mk7ziOKip9IDqgncA=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang super keren,,,positif
27,Muh Aras,https://www.google.com/maps/contrib/112794887980734669431?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX_keLvOEKDDR4RT7R4j819EevurRIdv9JmfjGV1hPQ2HrnuF60=s120-c-rp-mo-ba5-br100,5.0,2 tahun lalu,Kampus hebat di lokasi nyaman..,,True,positif
28,Intan Permata,https://www.google.com/maps/contrib/107240981270792309182?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIeTe4s4Z7X2C9fiCDVWuim6xA2ofXQv_ZlqxawxMa_hd8hQg=s120-c-rp-mo-br100,5.0,2 tahun lalu,Menciptakan talenta talenta yg handal,,,positif
28,Faris Ihsan,https://www.google.com/maps/contrib/115891128201190329447?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUtDVvBguNQWax26d46Y4Nql1S7M3fni6Cy_dn7rlA1o6A1-g3I=s120-c-rp-mo-ba4-br100,4.0,5 tahun lalu,oke,['https://lh3.googleusercontent.com/geougc-cs/AB3l90DN_auzm-qCPqYNLEFGjLbtzwKjbFvMjdBGHbDCvN_ba5VcQAzq0B68NAHe25_UYyQaB9hUYBwkigZbUlr_3t7jsoLYXziaQohv54rN0775I2HRdndHtCUXg9FyJfSCUWLiqVE'],True,netral
28,Tabah Raksa Nurarip,https://www.google.com/maps/contrib/104717053973058727250?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUzktpc1G7eqlUpWgbrNO2kDZASDOatvQoZKxg0v11h2v0Ubvs=s120-c-rp-mo-ba2-br100,5.0,6 tahun lalu,Saya alumnus poltekpos tahun 2007,,True,netral
28,abdul ghofur,https://www.google.com/maps/contrib/106553770367811446633?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIg9SJ3AsDJf64S-0F4u4nVKN4w5GMdUaYyMG6KsyzagKmguQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,kampus bersih joss,,,positif
28,Wartawan Iwayan,https://www.google.com/maps/contrib/117397262371421380616?hl=id,https://lh3.googleusercontent.com/a/ACg8ocINAGzLllyJP5Qha1r9J5dun1A6Olp85_zST_qSjXWURkijaw=s120-c-rp-mo-br100,5.0,2 tahun lalu,mantap maju truss..,,,positif
28,Dwi Alfiansyah,https://www.google.com/maps/contrib/114083648120370738130?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXL6Tm9HosLKqIBOa-wF-WaWT06spZZW4BG7K8pSWbmZZ0C7zt2=s120-c-rp-mo-ba7-br100,5.0,2 tahun lalu,nengok temen sidang,,True,netral
28,Ade Safrudin,https://www.google.com/maps/contrib/115164274886147039296?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKjGPCwW42_AHDti6-p_d8c4UQp2WSQJvxKlgceE8vf6oDLXQ=s120-c-rp-mo-br100,5.0,4 tahun lalu,Cukup nyaman dengan hawa yang sejuk,,True,positif
28,sigit bronto,https://www.google.com/maps/contrib/111707867501498059775?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUOE9NLYdZgY-afdSZP2wYmhva6lVWSEA9XLvK6bXIisp3JMbQZ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kuliah logistik.. ya ULBI,,True,positif
28,yoga brahmantya,https://www.google.com/maps/contrib/107836781731776433170?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVjBr5da1A-o4dIMeMv7NaTdwX0EGd7IaWLTU-Jj9cD_RcOQeE=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus logistik terbaik di Indonesia,,True,positif
28,Maharta A,https://www.google.com/maps/contrib/114005450382580955434?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIQj15ho4A-KOXxX-Z7UcCOf6eCY6qnwYcqWemy9w6xeEDH1Q=s120-c-rp-mo-br100,5.0,2 tahun lalu,ULBI kmps utk masa depan cerah,,,positif
29,Sun Shine Alecrate,https://www.google.com/maps/contrib/118440877058576504106?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW980oXk7Zbmsdm8dP2YQ13XjsDxGOXToHlOOzxq6wWw0fn7NVyEQ=s120-c-rp-mo-br100,5.0,4 tahun lalu,Sejuk... Adem... Tapi angker,,,negatif
29,Hammet Firdaus (Hfirdaus),https://www.google.com/maps/contrib/102085091741973761022?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKO8F8p36-6tOTr9Ln-K4L0M5n6iZMORFPveV8XCZs7HAYyXQ=s120-c-rp-mo-ba3-br100,5.0,2 tahun lalu,Prospeknya bagus..,,True,positif
29,bagus No lastname,https://www.google.com/maps/contrib/100002799055411358524?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIn1DnobAzsbmBkeURzLQWlQykIlE2HIqS9iH3e__8Su497fg=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Universitas Berbasis Logistic Pertama di Indonesia,,True,positif
29,nanang syahruna,https://www.google.com/maps/contrib/101870798497316759566?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXfpa1Mh5ufIO_Wa9aalY4MlsoN1NyqV2Lm8cSa6N8R31emLEE=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yg kereeen dan asri👍👍👍🏫🌲,,True,positif
29,Rakha Aushaf fadilah,https://www.google.com/maps/contrib/112512362886329585024?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUOHikpPEUWnTNVrSQ-DKSueSDZasTJJOZ_-4QvIMU515y3uDa8=s120-c-rp-mo-br100,5.0,2 tahun lalu,Universitas yg keren...👍,,,positif
29,joniar sinaga,https://www.google.com/maps/contrib/104367133075182599177?hl=id,https://lh3.googleusercontent.com/a/ACg8ocI50C5vhsjd5l92BIf3RaUbZhZhabtjf5R-6sneQyb4VLQqtw=s120-c-rp-mo-br100,5.0,2 tahun lalu,ULBI Kerenn habis,,,positif
29,Wijaya Katwang,https://www.google.com/maps/contrib/107713754276596941491?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLE8TOSRNoIMgEv1R3HtQF0qrqmGxMNfho6-RPkChyewX7Scw=s120-c-rp-mo-br100,5.0,2 tahun lalu,ULBI Perguruan Tinggi yang keren  👍👍,,True,positif
29,trian nugroho,https://www.google.com/maps/contrib/115751046410289108976?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU89XM5AkLRhLLdLY-L235E3vGI_3WShCnujL5yJOgik1DGYNj2=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Tempat kuliah yang menyenangkan,,True,positif
29,imam budiharto,https://www.google.com/maps/contrib/118233475345291530846?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJDIE9YqRqkGAjegdTIbn20GJsjFCNBvQU6Ryl2FrGI5Sol9g=s120-c-rp-mo-ba3-br100,5.0,2 tahun lalu,Pembelajaran yang menarik di sini,,True,positif
29,Roro Jonggrang,https://www.google.com/maps/contrib/105733144522595737281?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKtEAWm5WOnYkNkFp_Hp3OYqG88eFa57Ap4IdXI2UOV40XifQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Semoga semakin sukes.,,,positif
30,Reski Putra Manajeng,https://www.google.com/maps/contrib/117466393209381465365?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUnPm6mV7Cyxmlba6fJHKdABR53xxDAx0TXbMM1YnzCgR5Kubgv=s120-c-rp-mo-br100,5.0,2 tahun lalu,Saya bangga jadi mahasiswa ULBI,,True,positif
30,Ardi Ferdian,https://www.google.com/maps/contrib/107692352579074665902?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVOJip014PouBUfXHNe7NRxRntwNE8GR6uEX0wXwDFMzyrXLr8=s120-c-rp-mo-ba4-br100,5.0,5 tahun lalu,"Tempat nyaman, fasilitas oke",,True,positif
30,Bayu S,https://www.google.com/maps/contrib/108020219323464429277?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXdT4-3kLUuOOxUcnn2xCCHKny-6f16plYm5bMpD14PFSPBvvc1=s120-c-rp-mo-ba5-br100,5.0,8 tahun lalu,tempat kuliah saya dulu..,,True,netral
30,Dian Primadhita,https://www.google.com/maps/contrib/101694430140100531192?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKC1J9jdU0t6BoDNyj0XH6x2RpSqt_z0URzsMUSlVft94nTbQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang keren dan asri😊,,,positif
30,Aldy Fradinca,https://www.google.com/maps/contrib/113670930504238182100?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKr_6-NLPpzV8t082gxM_2Dn5AJ78Cw-0C4aLaB8m6nqj42cw=s120-c-rp-mo-br100,5.0,2 tahun lalu,Tempatnya nyaman,,True,positif
30,Tebe TB,https://www.google.com/maps/contrib/101180472246738370509?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLclg3LlROh9Vlj1972e_npqw-H8gzS4UTzDYwPJcvEUJwLag=s120-c-rp-mo-br100,5.0,6 tahun lalu,Tempat kuliah yang nyaman :),,,positif
30,Vegi Aidil Fitri,https://www.google.com/maps/contrib/101070017104502627075?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVLTLQ7x9DIPK6EYZQ6O36riYSu6DTfJrD6LOHCk7poeikZT7vD=s120-c-rp-mo-br100,5.0,11 tahun lalu,Saya mahasiswa Politeknik Pos Indonesia,,,netral
30,Balkon Hotel,https://www.google.com/maps/contrib/109357173193352107001?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXAeeqibzl0pW4Ipg5VPALRAHzmdQFyFg0EFFDhsmyxavB_yRg=s120-c-rp-mo-br100,5.0,5 tahun lalu,Kampus saya tahun 1991,,,netral
30,gempol Yoyon,https://www.google.com/maps/contrib/105769405977368459629?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXFiDAhcrt9FQDVl7YCrVFHlUDGxmP9cOthr-66nSzrvtiUUAyo=s120-c-rp-mo-br100,5.0,2 tahun lalu,masa depan cerah lulusan ULBI,,True,positif
30,Ikhsanega Novanto,https://www.google.com/maps/contrib/115759819604802973290?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUc73bVxR6zbamTEJpBl-2_YRITkn8TxB2MQI5Isv3KQPwgPoIQ=s120-c-rp-mo-br100,1.0,3 tahun lalu,biaya kuliahnya mahal,,,negatif
31,hanif redha,https://www.google.com/maps/contrib/116286731419792075102?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUeEx-p2kRBSpqVd7Ui1H7Ws9syijzOJf8ldf6t7jiYOzU0Tuw=s120-c-rp-mo-ba5-br100,4.0,5 tahun lalu,luas tempatnya,,True,positif
31,ELHook Channel,https://www.google.com/maps/contrib/105768919912518381345?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVSJAs-VVlFb_9NeofgLSZTUPuNt6vIByvLr5-IRy4CkWq5k-tp=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampusnya handal dan disiplin,,,positif
31,EDISON LEONARD,https://www.google.com/maps/contrib/113054258447254263430?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXwveCyJ6pW-NXXPqMZ40hVzlDBr3TKY5s4xX-ZO5oyImjZ80M2Zw=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Kampusnya keren,,True,positif
31,erdi agil,https://www.google.com/maps/contrib/117199129138743166613?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU4220Itnz459VlB9ZWxa5xWNn3rym2mDhICeWVltxfyGDxSaCQ=s120-c-rp-mo-br100,5.0,6 tahun lalu,kampus terbaik,,,positif
31,rdj 722,https://www.google.com/maps/contrib/116041818960775180816?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKgLLTy69LrBaNGdLXpp9ciT3QMkROpwSlkxk1JeuNZIgIkBw=s120-c-rp-mo-br100,5.0,2 tahun lalu,maju terusss logistikk indonesia,,,positif
31,Harry Ray,https://www.google.com/maps/contrib/113774032785524834248?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXJ0Tf319fACnRZN27ZQRfmmTXEOF0fb5u9rtvB6-v8MG3AuNs=s120-c-rp-mo-br100,5.0,9 tahun lalu,Calon mahasiswa poltekpos :),,,positif
31,Eddy Susanto64,https://www.google.com/maps/contrib/100437989505699383496?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWWW7_eyvTCott-aNEUPW1QgcQACEbfkSkxHQVIHF_HhMHq_XL1=s120-c-rp-mo-ba4-br100,4.0,6 tahun lalu,Tempat yg nyaman,,True,positif
31,tarto tarto79,https://www.google.com/maps/contrib/111610317182718495889?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKBgnPADzSUZCOMZEyEKifiOtpOUZaGRt7Rutm3Yf5qwl8xXQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,universitas logistik tebaik,,,positif
31,juni maryasa,https://www.google.com/maps/contrib/102379687449703882352?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJAEal4D56j04s4B-QF0_vF5NuFFK2D1vAs4toWYuXpVicTCA=s120-c-rp-mo-br100,5.0,setahun lalu,Terbaik.....,,,positif
31,Adlian Kamilan Syakura,https://www.google.com/maps/contrib/109912870621363700052?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVPE35Bf0jdOBZFHwW4kofsudrjyc3XEO9H1Sxv7yhWe2LvwjQd=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang luar biasa.,,True,positif
32,cerita Ceu Kekei,https://www.google.com/maps/contrib/105530656785479876464?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXEuuQHaYSeNE8QlHhBvPuQCuFA9ZNcsWAcI1OCZJ1WOMR_73Rc=s120-c-rp-mo-br100,5.0,2 tahun lalu,Ramah semua dan nyaman,,True,positif
32,Hamid Wahidin,https://www.google.com/maps/contrib/109613521184680025641?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJLN404yB5Lzff6ZpBcX9M8HwPTMCeBGLRcW7U6AYc006ciKQ=s120-c-rp-mo-ba3-br100,5.0,Diedit 2 tahun lalu,Kampus yang lengkap,,True,positif
32,Zaenal Hamid,https://www.google.com/maps/contrib/112971314221683646160?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW6sDlE36ar64mKSPKxidV6i-hZDVRkVgAWlezMjNt79dgTxwg=s120-c-rp-mo-ba4-br100,5.0,2 tahun lalu,Tempat kuliah yang nyaman,,True,positif
32,Robbi Cahyadi,https://www.google.com/maps/contrib/115660329190391980714?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLehGtR9gmlqy6vfm_aicFqAGxBn6sFHxol90dco9s__meRFQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang Mantap,,True,positif
32,Mochamad Arif Septian Putera,https://www.google.com/maps/contrib/111683979196554288432?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVRRtJnrd5yGE5B53egsrfOIvcoRCn69xIeK4kq1NnNm0aTPA4w=s120-c-rp-mo-ba3-br100,4.0,9 tahun lalu,Kampus D3 ane :),,True,positif
32,Supardi Pardi,https://www.google.com/maps/contrib/107096665582880521242?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLXNs8XbDnQzUkHxhWtwu6H9u86hoztP3TrAE-SeN2-CtVGjw=s120-c-rp-mo-br100,5.0,2 tahun lalu,Muantab 👍👍Selamat & Sukses 👏👏,,,positif
32,Dewangga Chairul,https://www.google.com/maps/contrib/115391429545531122745?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUtBtUbbes02MafI9g5gtjBkmyNbaAU-m3rg5K9SOn4-SW16jig=s120-c-rp-mo-ba4-br100,4.0,2 tahun lalu,Lingkungan kampus yang nyaman,,True,positif
32,Dudung Asepudin,https://www.google.com/maps/contrib/111983563627484554323?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLU73yrOXgLHOE6Ymel3f0Y2VApFtufcgAUotGTxNey6kPs9g=s120-c-rp-mo-br100,5.0,3 tahun lalu,Terimakasih g maps,,,positif
32,Boby Ade Saputra,https://www.google.com/maps/contrib/117798092805202782634?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWD8CniwkFK7gGLUNKo5rBMZkt-IemmN1leJh-iDpm3iTitb-X2=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Keren ini yg pertama di Indonesia,,True,positif
32,rachmat tri yuli yanto,https://www.google.com/maps/contrib/107083034578571271865?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUvvRjKcmVVTjR8oR58cy_ui34pgWkGPZVow3FgSLQlOX12r0U=s120-c-rp-mo-br100,5.0,setahun lalu,Kampus asri dan nyaman,,True,positif
33,Dadang Kusnandar,https://www.google.com/maps/contrib/117784729027245708834?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUzWLoQQ2NpykTba2LCxox9Ee4eIUJP2r9h0mrnbiJZd1ErEdpG=s120-c-rp-mo-ba3-br100,3.0,12 tahun lalu,sudah banyak berubah,,True,netral
33,Sumarno Ag,https://www.google.com/maps/contrib/110136199261717447316?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXylN2a5jmG7-DdnQrpF_ldudYh8iSWjhTcqtpvb8_x0heLRDfbPg=s120-c-rp-mo-ba6-br100,5.0,5 tahun lalu,Bersih asri dan nyaman,,True,positif
33,ilhami saja,https://www.google.com/maps/contrib/101488142636597404030?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVfSblUDcU8As1S8a8jfv-xP5_RTdBsxmNVJ4X7R5DOK2Wv520s=s120-c-rp-mo-ba3-br100,5.0,8 tahun lalu,Kampus baru saya,,True,netral
33,Reza Aditia,https://www.google.com/maps/contrib/117075575814430706347?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWPGSKJEFZyyHR5shCN4WsJHq_shFVKpMUJVKOwuCligrZ0B5kZ=s120-c-rp-mo-ba4-br100,5.0,4 tahun lalu,kampus yang bagus,,True,positif
33,wahyudin amin,https://www.google.com/maps/contrib/108628286058409116495?hl=id,https://lh3.googleusercontent.com/a/ACg8ocILOeEAeK-4rV-U9bJl48aTtTI8CLd_OceS-hpZM1JFXSGBqg=s120-c-rp-mo-br100,5.0,2 tahun lalu,Yang aku tahu..keren...,,,positif
33,Recondution RDT,https://www.google.com/maps/contrib/103931458696516781789?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWm-HYe6thjEnZa0JlA3iqPVc45ADw-AQ6wgwM-CuNZL2KwEbqe=s120-c-rp-mo-br100,5.0,2 tahun lalu,😍😍😍😍,,True,positif
33,Pandu Farras,https://www.google.com/maps/contrib/100717970748353684667?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXjK4X23BvFMPHFA5w-iBCm1xTzlEnOSAoESb30cwodDfXj2ciT=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus Logistik mantap,,True,positif
33,Daryana,https://www.google.com/maps/contrib/102888908713587553245?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV5oKFjlHXu3YgHTatFT2HiPKI7LUtS6-6mFXlqrdKJY5J4_e5D=s120-c-rp-mo-br100,5.0,2 tahun lalu,Ulbi keren ...👍,,True,positif
33,Lindra Rajagukguk,https://www.google.com/maps/contrib/111756774584926776785?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK5zEl8tdnyZCBMblY7lOCkYPQTglRJZcXcWBJkJ4R8dwj84A=s120-c-rp-mo-br100,5.0,2 tahun lalu,Sukses dan Jaya Selalu,,,positif
